chn1080p_i,migrant1127,lnmig1127,mig1127_d,altermig,chgnorther,chgsouther,gdppc2000,lngdppc2000,lnavglight2000,lnlightpc2000,lnpopden2000,provgb,south,coast,dist_ports,x_coord,y_coord,dsongrivers,area,lnarea,lnwheat,lnrice,lnmaize,lnspotato,dist_HZ,shock,change,n_change,migperiod,premig,postmig,difmigperiod,migperiod_1,migperiod_2,difmigperiod_1,difmigperiod_2,songhh0741,lnsongp_ssden,lnsongp_ming1den,lnsongp_ming2den,lnsongp_ming3den,lnsongp_qing1den,lnsongp_qing2den,lnsongp_qing3den,hh1080,lnhh1080,lnhhden1080,songp1080,lnsongp0741,lnsongp1102,lnsongp1290,lnsongp1391,nsden,ssden,ming1den,ming2den,ming3den,qing1den,qing2den,qing3den,lnnsden,lnmingjinshiden,lnqingjinshiden,d_s_ming,d_n_ming,d_s_qing,d_n_qing,lntotacademy1,lnacademy3den,lnacademy4den,highratio2000,s_highratio2005,n_highratio2005,surdiv05_old,elf_mainlang,lnquota0,lnquota0sh,fuke,benchratio,n_non_ratio_40,sort_n_non_ratio_40,unsort_n_non_ratio_40,n_non_ratio_20,pref_surcorr,lnsongp1776,conflictden_ming,conflictden_qing
114,0,0,0,0,0,0,1.1218079,.11494158,.37462249,-3.830153,4.5979486,14,0,0,1316.22,111.3558,38.285797,1,5948,8.6908102,1.1624237,.49441263,1.5040774,1.498896,1.2051454,0,0,0,0,0,0,0,0,0,0,0,35755.56640625,-11.766828,-10.697232,-10.071141,-9.7183599,-9.4734936,-9.2641077,-9.5139084,11459,9.3465309,.65572041,.057294998,-1.7216114,-2.7128868,-3.263495,-2.2545872,14.31896,0,0,7.9524369,8.3826332,15.311329,23.063389,6.8326321,3.3547318,3.1720908,3.7513509,0,0,0,0,0,1.3803312,1.2664443,8.9882288,,18.75,.93227625,0,4.0270958,4.6068802,,8.4938278,11.428572,15.000001,6.666667,15.789473,,-.57978439,0,0
115,0,0,0,0,0,0,2.2532842,.81238878,.67213786,-3.9334562,4.9897213,14,0,0,1291.2714,111.06244,37.654636,1,9205,9.1275024,1.1831696,.39561296,1.50734,1.4742244,1.1755848,0,1,1,0,0,0,0,0,0,0,0,15219.29406738281,-11.874236,-10.682317,-10.00928,-9.640955,-9.3882008,-9.1732016,-9.5608721,14803,9.6025848,.47508305,.074014999,-2.5757535,-2.5377381,-2.8620746,-1.8325065,0,0,9.4684181,55.549374,18.381565,20.765379,8.3740816,10.797128,2.6005881,4.4926958,3.5114357,0,0,0,1,0,.881778,1.4319942,11.106122,,2.6315789,.93372995,0,4.3979945,4.4506078,,11.319039,11.764706,5.2631578,15.625,11.627908,,-.052613307,4.8303804,3.1402805
116,0,0,0,0,0,0,2.6625612,.97928846,.07884039,-4.0269146,4.4811544,14,0,0,1125.0692,112.65797,36.849789,0,7169,8.8775215,1.3499267,.93702668,1.6775415,1.6017896,1.0112396,0,1,1,0,0,0,0,0,0,0,0,20148.51318359375,-11.30799,-10.813818,-10.562779,-10.378938,-10.233335,-10.093515,-10.023201,24106,10.090216,1.2126946,.12053,-2.295187,-2.304487,-2.7336221,-2.0110848,0,0,20.799074,48.544575,40.392384,62.078682,47.231026,12.578304,2.1329515,4.7763004,4.7713418,0,1,0,1,0,1.6852579,2.314606,10.714148,0,17.741936,.95369309,.0099755758,3.8249261,5.0494151,,9.9404211,14.8,14.685315,14.953271,11.450381,,-1.2244891,0,0
117,0,0,0,0,0,0,6.5066013,1.8728172,.90399432,-3.9090648,5.1956849,14,0,0,1108.88,113.58206,37.431892,0,8193,9.011035,1.2321436,.67619753,1.6094379,1.5105921,1.003549,0,1,1,0,0,0,0,0,0,0,0,32231.9677734375,-11.95047,-10.898175,-10.564034,-10.334332,-10.159078,-9.9978609,-9.9102392,7433,8.9136848,-.097350582,.037165001,-1.8253586,-3.0676579,-2.7485259,-1.992708,0,0,59.404152,184.29901,52.580902,44.128242,75.115723,86.017632,2.9963961,5.6961327,5.343534,0,1,0,1,0,1.5529978,2.3731198,18.044186,38.888889,17.905405,.9439581,.010025748,3.8805077,4.8745456,,19.262508,17.325228,18.87324,15.511552,18.699186,,-.99403775,4.7256155,0
118,0,0,0,0,0,0,3.6002765,1.2810106,1.7304869,-3.5005641,5.5890965,14,0,0,1139.2581,111.39209,35.615875,1,7802,8.9621353,1.2907505,.63543874,1.5962675,1.4319644,1.0135438,0,1,1,0,0,0,0,0,0,0,0,54164.994140625,-10.734887,-10.004625,-9.6496944,-9.4094048,-9.2276173,-9.0572224,-9.4369841,62057,11.035809,2.0736732,.310285,-1.3062825,-1.2055907,-2.6515269,-1.1563269,19.594334,0,73.743027,51.710209,56.305294,91.284149,30.793133,28.93988,3.1293912,5.1761951,4.8572612,1,1,0,1,0,1.786171,2.1745288,13.456844,14.285714,15.74468,.95397657,7.7485893e-06,4.7780905,4.884726,,11.891416,10.082873,9.4387751,10.843374,9.4808121,,-.10663531,1.9888542,2.1995094
119,1,.69314718,1,.88137364,1.6134342,.73206055,8.5698481,2.1482499,2.0037115,-4.4709539,6.7991824,32,1,1,315.57101,120.27421,32.602032,1,9821,9.1922779,1.4959933,1.2813364,1.5072929,1.2190756,.26054469,0,1,0,0,0,0,0,0,0,0,0,27957.330078125,-10.19207,-9.7848721,-8.9016428,-8.4742651,-8.1931572,-7.9561276,-7.7543879,44441,10.701918,1.5096395,.222205,-1.967638,-1.2557575,-.7527948,-1.0361605,336.92764,103.27321,9.0433645,32.154888,19.996534,21.723967,8.424509,10.921695,5.8336616,4.2091742,3.6691241,1,1,0,1,1.9459101,1.5011238,1.2487559,15.067024,15.384615,9.1286306,.97266966,.00037714263,4.6984377,3.4731328,,5.808322,5.4000001,5.0847454,5.6218057,7.3717952,.49739102,1.2253046,3.7389402,1.1620011
120,0,0,0,0,0,0,6.2089205,1.8259871,1.7661612,-4.6917691,6.801537,32,0,1,548.01019,119.06454,34.441792,0,9597,9.1692057,1.4657586,1.2516882,1.6094379,1.2099699,.47684962,0,0,0,0,0,0,0,0,0,0,0,28529.916015625,-10.901587,-10.323516,-9.8351088,-9.5340643,-9.3168392,-9.1243505,-8.641448,47643,10.771491,1.6022851,.238215,-1.9473642,-1.2940798,-2.0139008,-1.3274963,0,0,9.5154991,15.569983,2.8806214,3.477262,1.9122726,4.1294847,1.4768829,3.3049607,2.5200946,0,1,1,0,0,2.2753413,2.5942025,11.91634,10.810811,11.219512,.96354616,0,4.0189681,3.9824269,,6.0422087,7.0323491,8.2474222,6.1904764,6.6091957,,.036541205,0,0
121,5,1.7917595,1,-2.7764723,-1.3598529,1.4166194,7.325027,1.9912968,1.7513447,-5.0616136,7.1478562,32,1,1,436.3891,119.40346,33.454472,1,13444,9.5062885,1.322898,1.1080911,1.3013588,.99642134,.3628895,0,1,0,1,0,1,1,0,1,0,1,28917.20068359375,-10.6766,-10.071493,-9.2842512,-8.8818808,-8.6124773,-8.3851433,-8.0881681,79745,11.28659,1.7803011,.398725,-1.9338808,-.93459475,-1.39552,-.92525107,45.63924,0,36.955986,30.433659,11.782731,30.682047,13.688067,10.413262,3.8779263,4.1846824,3.9602592,1,0,1,1,0,2.2628696,1.8232938,15.764943,14.035088,16.860466,.97003734,0,4.961678,3.8490543,,5.0266271,4.8678722,4.7781572,4.9295774,5.6497173,.16067992,1.1126239,1.6017715,.97771907
122,7,2.0794415,1,0,.70545161,.70545161,12.926393,2.5592711,2.0707688,-4.47824,6.8720908,32,1,0,363.08041,119.37541,32.658855,1,6036,8.7054968,.96099102,.85137129,.95551139,.72823858,.27770212,0,1,0,0,0,1,0,0,0,0,0,17054.25390625,-10.145747,-10.011754,-9.1137676,-8.682806,-8.400054,-8.1601515,-8.0557995,53932,10.895479,2.1899824,.26966,-2.4619176,-1.2643423,-1.5433009,-1.7640743,55.860836,25.330503,73.846542,75.210716,26.394236,67.048538,26.083883,32.37664,4.0918565,4.9932384,4.7479601,1,1,1,1,1.0986123,2.3541808,1.6518797,17.160986,18.181818,15.923567,.96974802,0,4.0923734,3.5597243,,8.0742455,6.9212408,6.2111802,7.3643408,5.2380953,.5793438,.53264916,7.5210719,4.6371346
123,1,.69314718,1,0,1.286492,1.286492,8.7099342,2.1644642,2.0899067,-3.8278801,6.239615,32,1,0,364.83685,118.86352,32.303986,1,3066,8.0281286,1.3981287,1.2390642,1.4213856,1.1823113,.25988999,0,0,0,1,1,0,.85185188,1,0,.85185188,-.14814815,8687.0361328125,-9.8417759,-8.604969,-8.2802954,-8.0555258,-7.8833556,-7.7170901,-8.1511517,33858,10.429931,2.4018016,.16929001,-3.1364856,-2.1102307,-1.8410504,-.6787219,364.69229,214.647,8.9020185,20.588953,12.333305,14.708714,21.247873,38.450954,5.9164457,3.7785265,4.0834103,1,0,1,0,0,2.0439255,1.0752554,16.13942,7.6923075,24.324324,.94839764,0,4.0129404,3.7164662,,11.663583,13.333334,9.6774187,17.241379,13.513513,.30739009,.29647446,0,7.3268533
124,0,0,0,0,0,0,6.0940456,1.8073121,1.1418198,-4.8515773,6.3281541,34,0,0,574.00824,117.26121,33.620476,1,11084,9.3132582,1.5723966,1.346554,1.5615565,1.2130227,.46470556,1,1,1,0,0,0,0,0,0,0,0,46584.28100585938,-10.693139,-10.879334,-9.8460522,-9.385087,-9.0889139,-8.8430128,-8.5384665,105878,11.570043,2.2567849,.52938998,-1.4570541,-.78216416,-2.8980823,-2.1769822,0,7.9488583,14.363486,10.222114,3.2234156,0,0,1.3824,.69558793,3.0977433,.91604966,1,0,0,0,0,1.2259411,1.4756655,10.380992,8.9108915,16.666666,.96050352,0,4.2673841,3.8075752,,9.7609892,9.4674559,7.333333,11.170213,9.4214878,,.45980892,3.4073713,.62484932
125,0,0,0,0,.79605991,.79605991,21.818485,3.0827575,1.1686474,-4.2743664,5.7633705,34,1,0,405.32697,118.2684,32.278564,0,4486,8.4087172,1.5109979,.91002113,1.5905099,1.3007025,.28935549,0,1,0,0,0,0,0,0,0,0,0,26088.2138671875,-9.9286346,-11.313845,-10.017407,-9.5103188,-9.1946058,-8.935401,-9.0410576,40285,10.603734,2.1950178,.201425,-2.0368338,-1.6087881,-1.4654689,-4.0161233,15.456246,4.5718522,146.14059,79.940262,24.071861,30.720993,30.479544,30.112185,3.0256953,5.1051984,4.4185042,0,0,1,0,0,3.554601,2.3184435,12.961349,19.117647,24.528301,.97034204,0,3.991086,4.5298018,,5.2256336,5.7777777,5.4945054,5.970149,4.8275862,.3033084,-.53871608,0,11.853156
126,2,1.0986123,1,.88137358,.39827332,-.48310027,16.499903,2.8033545,2.1560428,-4.646143,7.1204944,32,1,1,238.53641,121.20151,32.112377,1,5643,8.6381712,1.7480241,1.4828323,1.712092,1.4453279,.22733766,0,0,0,0,0,0,0,0,0,0,0,16141.84765625,-10.070142,-9.76754,-8.8736849,-8.4437199,-8.1614246,-7.9258785,-7.4826512,31939,10.371583,1.733412,.159695,-2.5169022,-1.9831501,-1.2214006,-1.5831547,39.593472,54.430233,6.1874051,2.5311186,.82328671,6.8288012,10.791406,11.651073,3.8328149,2.0272737,3.5503874,0,0,1,0,.69314718,1.8449521,.67400193,16.483822,15.384615,16.883118,.96779621,.47058558,3.9728045,3.2691357,,2.5138783,2.4418604,2.9953918,1.8779343,4.9261084,.3807607,.70366883,3.7966778,.49051845
127,1,.69314718,1,0,-.90351039,-.90351039,4.7480345,1.5577308,.77402139,-4.6893511,5.7921042,32,1,0,468.78372,118.22289,33.086765,1,9319,9.1398106,1.4663371,.918091,1.5248805,1.228006,.36528862,0,1,0,0,0,0,0,0,0,0,0,17606.14013671875,-10.895261,-11.023712,-9.9739265,-9.5096283,-9.2119989,-8.9667549,-8.6800919,53965,10.896091,1.7562803,.26982501,-2.4300697,-1.1452008,-2.2612243,-2.5167997,0,0,92.10775,32.23888,14.474703,9.6737185,1.6821816,8.8404589,1.3820806,4.4976773,3.0850408,0,1,0,0,.69314718,.8341158,.9255566,9.6407995,19.148935,9.6774197,.96814185,0,4.2134581,4.0492969,,6.1813178,6.0538116,5.1724138,6.6176472,6.8085103,.32084289,.16416146,2.3027771,.8410908
128,0,0,0,0,0,0,5.4691725,1.6991273,1.0466927,-5.0907321,6.474822,34,0,0,659.03918,116.1048,33.659786,1,9878,9.1980658,1.640602,1.3626354,1.6194595,1.2861164,.53975266,0,1,1,0,0,0,0,0,0,0,0,68944.28125,-10.511669,-10.531913,-9.6397085,-9.2101431,-8.928031,-8.6911259,-8.2225943,120879,11.702545,2.5044799,.60439497,-1.0650187,-.42986792,-3.4573753,-1.7860327,0,0,22.773716,6.2210422,32.388828,22.137238,4.8186908,6.0322323,.54889959,4.2028432,3.4820447,1,1,1,1,0,1.1347903,1.6902853,6.8144379,2.1276596,7.3746314,.95433807,0,4.2704301,3.7735868,,8.0878506,7.0110703,6.8306012,7.1588368,7.8333335,,.49684346,0,4.2163544
129,1,.69314718,1,0,.60492033,.60492033,5.1945825,1.6476163,.73312223,-4.9819646,6.0331502,34,1,0,539.88916,116.4114,31.958799,1,20488,9.9275942,1.5049001,1.2378373,1.505722,1.3143209,.4062748,0,1,0,0,1,0,-.14814815,0,0,-.14814815,-.14814815,43320.06201171875,-11.086833,-10.80428,-9.8741817,-9.4356432,-9.1494465,-8.9092617,-8.584794,128768,11.765768,1.838173,.64384001,-1.5297015,-.45900044,-2.5228667,-1.3669974,8.3370886,12.750012,19.223372,18.011789,7.3371825,6.4295793,5.0567513,8.6167412,2.3030357,3.6354671,3.1088014,1,1,1,0,1.0986123,2.1438122,1.0611085,10.106197,13.505747,10.958904,.96554816,.0038470435,4.6837807,3.6762893,,8.0468836,7.6038904,8.0895004,7.090909,8.4126987,.29262775,1.0074915,1.8959779,3.6119652
130,0,0,0,.56226182,1.2491981,.68693626,7.3539395,1.9952362,.74249411,-5.0186567,6.0655112,34,1,0,476.39557,116.67155,30.556576,1,12992,9.4720888,1.4448885,1.5969465,1.5002387,1.3074005,.33900908,0,0,0,0,0,0,0,0,0,0,0,35332.87890625,-10.480459,-9.8663511,-9.0193167,-8.601016,-8.3241062,-8.0903358,-8.549407,126484,11.747871,2.2757821,.63242,-1.7335035,-.44355649,-1.7399453,-.80455709,22.208344,2.7411304,28.182503,31.793142,33.89867,19.036568,22.100138,52.463623,3.174576,4.5645075,4.2566018,1,1,1,1,0,2.0321343,1.1831964,10.793428,8.6021509,13.92405,.97060269,.42567125,4.9009833,3.5294447,,2.3921387,2.6246719,2.0958085,3.0373833,2.7439024,.29383537,1.3715385,1.2717257,4.5204825
131,0,0,0,0,-.93707287,-.93707287,7.4662452,2.0103922,1.0898527,-4.7245259,6.1407652,34,1,0,499.86661,117.42004,32.741661,1,7887,8.972971,1.4577533,.94908059,1.4748478,1.1438688,.38090426,0,0,0,0,0,0,0,0,0,0,0,16275.8408203125,-11.159957,-10.8685,-9.8269005,-9.3642483,-9.067337,-8.8203373,-8.5167246,47314,10.764562,1.7915905,.23657,-2.5086355,-1.1305676,-3.7162807,-2.5174096,0,17.816635,99.840973,44.628323,11.830944,6.5937681,11.159778,18.376078,1.5116429,4.6151299,3.739187,1,1,1,1,0,2.4633677,1.9268082,12.277617,13.725491,13.793103,.96569562,0,3.8732133,3.7316651,,5.5648561,6.060606,5.0193048,6.8656712,4.0498443,.19645442,.14154811,2.3488591,5.1506662
132,1,.69314718,1,-.88137364,-.53032476,.35104886,7.5850239,2.0261757,1.1836556,-4.7131691,6.2077689,34,1,0,408.76932,117.62889,31.378843,1,6926,8.8430376,1.3442461,1.5079913,1.3833489,1.1631508,.27438006,0,0,0,0,0,0,0,0,0,0,0,21487.427734375,-10.865623,-10.404963,-9.4751816,-9.0367165,-8.7505531,-8.5101337,-8.2875929,51887,10.856824,2.0137858,.259435,-2.2308493,-1.2016754,-3.1606662,-2.0519059,164.10794,181.38803,52.447899,18.81641,19.419294,12.763282,7.1683917,8.607255,5.125217,4.2697306,3.3559756,1,1,1,0,1.0986123,2.2415822,1.4588556,8.4007044,6.3414636,8.9285717,.9701739,.010736718,4.0141602,3.6923525,,4.9756393,4.0169134,4.2918453,3.7500002,4.6728973,.50264066,.32180756,3.7632821,2.8673565
133,0,0,0,0,.34808913,.34808913,3.9868777,1.3830084,1.314496,-4.4105296,6.0424423,34,1,0,375.5202,118.18585,31.689026,1,2543,7.8410997,1.4395388,1.5314764,1.454245,1.2527629,.2485013,0,0,0,0,0,1,0,0,0,0,0,22358.119140625,-10.243385,-10.058459,-9.617404,-9.3365793,-9.1307716,-8.9423714,-8.3871698,39289,10.5787,2.7376001,.196445,-2.1911278,-1.7689028,-4.1616535,-2.3681674,250.39307,497.1781,73.464432,29.5399,8.9229507,25.421171,48.127815,18.990995,5.5440855,4.5488925,4.6566195,1,1,1,1,0,3.1625984,2.1998839,6.8264198,8.8235292,9.6385546,.96583545,.004791691,3.6448665,4.758358,,10.154734,12.568305,10.447762,13.793103,5.208333,.60710025,-1.1134917,11.81596,18.04793
134,0,0,0,-.88137358,-.17934151,.70203209,4.0342822,1.3948284,.33254698,-5.3536315,6.0041943,41,1,0,640.51031,115.26929,31.941238,1,10374,9.2470579,1.5364127,1.4242955,1.5364127,1.3504481,.50436234,0,0,0,0,0,0,0,0,0,0,0,23007.10546875,-11.202996,-11.116897,-10.022084,-9.5490189,-9.2475939,-9.0013027,-8.5902023,65958,11.096773,1.8497155,.32979,-2.1625142,-2.7913232,-4.8033028,-2.5673501,9.7523651,0,97.308769,86.825989,109.55315,15.00804,32.848774,39.922886,2.565192,5.6950073,4.6595197,1,0,1,1,0,1.8736387,1.8336864,9.3084288,14.569536,5.4054055,.9654575,0,4.1170187,3.8789072,,6.1982241,6.25,7.6023393,5.0761418,7.0796461,.37705848,.23811147,6.5119491,2.3463411
135,1,.69314718,1,0,2.0120704,2.0120704,11.925917,2.478714,.92330754,-4.7322564,5.9636106,42,1,0,662.62708,114.78423,31.048693,1,10353,9.2450314,1.7795194,1.7893233,1.7646308,1.5947317,.52442318,0,0,0,1,0,0,1,1,0,1,0,15525.630859375,-10.790088,-9.9368906,-9.3701839,-9.0385227,-8.8046751,-8.6004467,-8.4872417,81938,11.313718,2.0686865,.40968999,-2.5558252,-.83294958,-2.5984337,-.90571922,2.6637805,28.129395,23.969103,86.132393,78.901619,53.435959,37.266518,46.401421,1.6728935,5.3508987,4.8927498,1,1,1,1,.69314718,2.8977408,2.1886287,13.546423,11.304348,18.181818,.97066462,0,4.4781365,3.842242,,2.1520362,2.2292993,.82304525,3.116883,3.8297873,.036611903,.6358943,2.2666419,5.7736859
136,0,0,0,1.4436355,.90351039,-.54012507,4.1493306,1.422947,.35526398,-5.407835,6.064611,42,1,0,578.99915,115.58853,30.455761,1,10807,9.2879496,1.6051736,1.7420824,1.5922701,1.4679724,.44200975,0,0,0,0,0,0,0,0,0,0,0,26817.982421875,-10.330503,-10.010641,-9.4546604,-9.1269999,-8.8952799,-8.692152,-8.5980043,112373,11.629579,2.3416295,.56186497,-2.0092447,-.56126839,-1.5871693,-.93068892,1.9316227,31.200951,20.599712,42.530876,48.526089,21.608057,23.147169,38.121887,1.3515077,4.8111024,4.4214826,1,1,1,0,.69314718,2.8057687,1.7067879,10.410551,13.068182,10.404624,.97077388,.015097395,4.4883461,3.9015756,,5.5483522,5.1369863,3.8277512,5.8666663,6.666667,.22477648,.58677047,0,8.2668457
137,1,.69314718,1,0,1.8569008,1.8569008,8.3132114,2.117846,1.4018404,-4.4990664,6.2115283,34,1,0,477.19525,116.91171,31.494944,0,9427,9.1513329,1.4070851,1.142455,1.4152819,1.2443241,.34165066,0,0,0,1,0,8,1,1,0,1,0,26832.37353515625,-10.660318,-10.382764,-9.4269686,-8.9825773,-8.6937466,-8.4519272,-8.3680105,90488,11.412972,2.2616394,.45243999,-2.0087082,-.87880224,-2.8554893,-1.7493253,33.366745,76.876396,65.096397,23.712606,16.049589,10.124944,9.9376116,17.818525,3.5765526,4.3186865,3.6313276,1,1,1,1,0,1.8850729,1.2465045,20.612385,20.622568,21.518988,.96850324,.37437853,4.3090243,3.6204684,,4.3781748,4.5685282,3.8922157,5.0660791,4.7826085,.33255115,.68855596,3.9521012,5.9625669
138,0,0,0,0,0,0,12.082194,2.4917328,2.1798429,-3.8490965,6.4036593,37,0,1,810.2215,118.5162,36.825436,1,9358,9.1439867,1.2333868,.84836328,1.5462915,1.1495323,.74630141,0,1,1,0,0,0,0,0,0,0,0,49076.3046875,-10.607141,-9.5363312,-9.1645298,-8.9158897,-8.7290258,-8.5610037,-8.2249737,93062,11.441021,2.2970343,.46531001,-1.4049411,-.74277872,-2.7161279,-.51307034,11.296792,0,25.167604,54.100048,55.723289,49.527447,11.164609,9.9728136,2.6068404,4.9693031,4.2128072,1,1,0,1,.69314718,1.8123026,2.3073883,19.198015,13.793103,20.967741,.94571823,0,4.7121367,4.1346054,,12.154658,11.90727,11.052631,12.478032,9.3681917,,.57753128,1.0207556,2.2329218
139,0,0,0,0,0,0,11.845903,2.4719822,2.0889471,-4.0006323,6.4529214,37,0,1,684.35291,119.41923,35.881931,0,17027,9.7425556,1.3468225,1.068886,1.8578658,1.344644,.62923539,0,1,1,0,0,0,0,0,0,0,0,28252.564453125,-10.704435,-9.5713692,-9.2349272,-9.0040369,-8.8280458,-8.6668653,-8.2241678,150147,11.91937,2.1768146,.75073498,-1.9571331,-.32457429,-2.1079729,.064714953,0,0,8.4266443,30.096069,31.05839,54.096237,34.447277,26.06871,.37424245,4.3286533,4.7992401,1,1,1,1,1.0986123,1.1018095,1.3222047,18.513027,28.057554,21.331316,.95089859,0,4.9562273,3.8871622,,8.5627203,9.1541748,8.2294264,9.849906,8.6767893,,1.0690652,1.2038428,.34106213
140,0,0,0,0,0,0,6.0071554,1.7929513,1.6651336,-4.346983,6.3696699,37,0,0,691.59631,118.07201,35.473679,0,18326,9.8160763,1.318404,.91551816,1.7794576,1.3235561,.61250347,0,1,1,0,0,0,0,0,0,0,0,33514.68359375,-11.425889,-9.902914,-9.4578238,-9.1752234,-8.9683981,-8.7839766,-8.3141212,60089,11.003582,1.187506,.30044499,-1.7863337,-.88076675,-2.0492957,-.23949152,0,0,9.8164759,17.472424,17.912659,5.9977202,6.4126472,5.7900572,1.2492259,3.8758545,3.0454378,1,1,0,1,0,1.4335076,1.6759505,12.100022,15.384615,14.819588,.95065099,0,4.8325047,3.8079276,,10.690464,9.3534212,9.2032967,9.4797688,9.2445326,,1.0245773,4.8922787,2.1375489
141,0,0,0,0,0,0,13.742121,2.6204655,2.1122181,-3.9636672,6.4561243,37,0,1,810.0354,121.46272,37.288044,0,12150,9.4050846,1.42098,.95324641,1.9773437,1.4869379,.79026175,0,1,1,0,0,0,0,0,0,0,0,22193.34375,-11.049662,-9.7484446,-9.3628654,-9.1075583,-8.9166899,-8.7430515,-8.2712364,78230,11.267408,1.862324,.39115,-2.198525,-.90050352,-2.9373486,-.46983624,0,0,7.0483832,34.511745,20.051634,45.4072,38.685131,27.995949,1.0154966,4.1918874,4.8060274,1,1,1,1,0,1.5672187,1.6405523,21.695423,15.873015,24.832214,.95236075,0,4.7445993,4.0907211,,6.5563188,5.5886736,6.0301509,4.945055,6.1386137,,.65387851,2.8759787,4.1264138
142,0,0,0,0,0,0,10.27816,2.3300211,1.9458517,-3.8087533,6.1296654,37,0,1,773.99768,120.38169,36.891636,0,13446,9.5064373,1.3231155,1.011601,1.8284914,1.3486031,.73761797,0,0,0,0,0,0,0,0,0,0,0,27004.099609375,-10.700578,-9.6985426,-9.294138,-9.0299397,-8.8337975,-8.6570702,-8.1564665,122981,11.719785,2.2133482,.614905,-2.0023286,-.71921402,-2.497103,-.32662132,0,0,12.117984,33.966373,58.369736,39.808044,24.378078,11.406909,.57029361,4.7781339,4.3435898,1,1,1,1,0,1.3971393,1.0965432,13.521208,23.404255,15.140845,.95220101,0,4.853086,4.0111542,,6.7272635,6.2330623,5.225225,7.2463765,5.5445542,,.84193182,.80872315,.85537118
143,0,0,0,0,0,0,10.090856,2.3116295,2.1129246,-3.9140961,6.4027524,37,0,1,781.914,119.21724,36.751995,0,4392,8.3875399,1.2024791,.77891392,1.5478799,1.1085135,.727476,0,0,0,0,0,0,0,0,0,0,0,23027.43359375,-10.493025,-9.6352005,-9.2369843,-8.9756813,-8.7812481,-8.6067581,-8.140213,49931,10.818398,2.4308574,.24965499,-2.1616311,-1.4988585,-3.4627631,-1.3795099,0,0,20.893129,37.413567,48.617256,34.096771,42.3335,45.291355,1.4449124,4.7614675,4.9728084,0,1,1,1,0,2.235739,1.8286562,20.299801,42.857143,23.717949,.94248658,0,3.774256,3.999903,,8.2604427,6.6815147,8.1339712,5.4166665,6.0185184,,-.22564696,0,1.245103
144,0,0,0,0,0,0,12.085542,2.4920099,2.1683111,-3.827147,6.3696065,37,0,0,835.49609,117.85609,36.843067,1,4130,8.3260326,1.3862944,.88119942,1.6433395,.89538413,.76320767,0,1,1,0,0,0,0,0,0,0,0,43785.25012207031,-10.231502,-9.9056206,-9.2574177,-8.8971939,-8.6485281,-8.4368858,-8.0585804,56527,10.942473,2.616441,.282635,-1.5190203,-1.1849548,-2.9177389,-1.8413794,0,0,53.382511,68.526611,113.30064,151.86249,29.048008,22.959797,1.2871464,5.5661144,5.228847,0,0,0,1,0,2.5408232,2.5087488,15.694585,0,9.6446705,.94587421,0,4.186532,4.3036218,,11.179059,10.298103,10.734464,9.895834,10.648149,,-.11708964,5.0760455,3.3516934
145,0,0,0,0,0,0,3.6928203,1.3063905,1.5244433,-5.1152778,6.9835167,32,0,0,571.4209,118.17532,34.248466,1,12089,9.4000511,1.6130244,1.3101115,1.6943513,1.2501934,.48223418,0,1,1,0,0,0,0,0,0,0,0,20397.38671875,-10.956299,-10.219851,-9.526597,-9.1518707,-8.8959208,-8.6790199,-8.2747717,85489,11.356143,1.9560918,.42744499,-2.2829106,-.95598054,-2.8511357,-1.1109265,0,0,4.540091,14.753725,1.5604383,3.0201533,2.4312518,3.2456164,.93180257,3.0169179,2.3234909,0,0,0,0,.69314718,.81969345,1.2248784,9.5117731,19.191919,7.0370369,.95894486,0,4.6480045,3.9337072,,6.3112836,7.3684206,5.7851238,8.5365858,5.7471266,,.71429741,0,0
146,0,0,0,0,0,0,14.734286,2.6901772,2.2184985,-3.9391167,6.5307541,37,0,0,864.9339,116.99709,36.773823,1,9536,9.1628294,1.4657836,.97632277,1.6137451,.76261944,.78230941,0,1,1,0,0,0,0,0,0,0,0,62452.40625,-10.07103,-9.9737244,-9.2317953,-8.8423328,-8.5791426,-8.3578396,-7.9449458,133321,11.800515,2.6376855,.666605,-1.1639127,-.40555763,-1.5279801,-1.1363122,0,0,65.247726,102.85433,47.176235,31.796757,23.248808,25.14773,.46200225,5.321239,4.4680095,1,1,1,1,0,2.4668608,2.1907425,24.45125,51.219513,23.01038,.94730628,0,5.1543922,4.3558612,,13.199055,13.200498,12.602739,13.69863,10.430839,,.79853106,2.1427987,0
147,0,0,0,0,0,0,5.0009089,1.6096197,1.8249041,-4.2870932,6.4783239,37,0,0,833.81439,116.23779,36.011669,1,5671,8.6431208,1.4087672,1.2396909,1.6042296,1.0811446,.73768622,0,1,1,0,0,0,0,0,0,0,0,70465.4853515625,-9.5814161,-10.243474,-9.5083189,-9.1208525,-8.858634,-8.6368799,-8.1657009,134037,11.805871,3.1627505,.67018503,-1.0431943,-.42843947,-1.6397431,-1.9208239,4.7068582,0,39.638245,99.770058,45.147552,37.214939,6.9564524,9.3057318,1.8367027,5.2346463,3.9640515,0,1,1,1,.69314718,2.8111086,1.6031973,10.121294,12.5,10.096154,.94874865,0,4.247148,4.2484412,,10.781075,10.997442,11.688312,10.548523,10.752688,,-.0012929804,11.877387,4.9688945
