chn1080p_i,migrant1127,lnmig1127,mig1127_d,altermig,chgnorther,chgsouther,gdppc2000,lngdppc2000,lnavglight2000,lnlightpc2000,lnpopden2000,provgb,south,coast,dist_ports,x_coord,y_coord,dsongrivers,area,lnarea,lnwheat,lnrice,lnmaize,lnspotato,dist_HZ,shock,change,n_change,migperiod,premig,postmig,difmigperiod,migperiod_1,migperiod_2,difmigperiod_1,difmigperiod_2,songhh0741,lnsongp_ssden,lnsongp_ming1den,lnsongp_ming2den,lnsongp_ming3den,lnsongp_qing1den,lnsongp_qing2den,lnsongp_qing3den,hh1080,lnhh1080,lnhhden1080,songp1080,lnsongp0741,lnsongp1102,lnsongp1290,lnsongp1391,nsden,ssden,ming1den,ming2den,ming3den,qing1den,qing2den,qing3den,lnnsden,lnmingjinshiden,lnqingjinshiden,d_s_ming,d_n_ming,d_s_qing,d_n_qing,lntotacademy1,lnacademy3den,lnacademy4den,highratio2000,s_highratio2005,n_highratio2005,surdiv05_old,elf_mainlang,lnquota0,lnquota0sh,fuke,benchratio,n_non_ratio_40,sort_n_non_ratio_40,unsort_n_non_ratio_40,n_non_ratio_20,pref_surcorr,lnsongp1776,conflictden_ming,conflictden_qing
152,0,0,0,0,0,0,4.7108817,1.549875,1.8823868,-4.3568187,6.596838,37,0,0,784.24762,116.15872,35.373981,1,5738,8.6548662,1.4235657,1.3442849,1.6043618,1.0986123,.68194556,0,1,1,0,0,0,0,0,0,0,0,61171.6015625,-10.737882,-10.173951,-9.3516216,-8.9397573,-8.6658592,-8.4366875,-7.9956884,55498,10.924102,2.2692363,.27748999,-1.1846343,-1.3720366,-4.1117082,-1.907945,0,0,100.497,68.245834,47.866222,60.663242,29.747318,21.725618,1.2714709,5.2293553,4.7234635,0,1,1,1,.69314718,1.7953681,1.1681155,12.665326,2.3255813,15.2,.95441651,0,4.5912595,4.3805928,,12.050492,11.544228,10.839161,12.073491,10.888252,,.21066667,4.0144606,7.2358341
153,0,0,0,0,0,0,3.3111725,1.1973023,1.5254103,-4.6588359,6.5309472,37,0,0,731.08423,116.21213,34.755142,1,4474,8.4060383,1.6249421,1.3382851,1.7272209,1.1834512,.62354195,0,1,1,0,0,0,0,0,0,0,0,47187.1845703125,-10.313641,-10.17911,-9.3677826,-8.958849,-8.6863327,-8.4582605,-8.048192,60277,11.006706,2.6006677,.30138499,-1.444195,-1.1758876,-3.2125905,-2.1526971,0,0,58.889137,31.395063,5.214396,17.20575,11.58971,4.8942628,1.2220428,4.2198405,3.5179582,0,1,0,1,0,2.3480384,1.8439819,8.7896481,33.333332,11.363636,.95547169,0,4.1987495,4.258256,,9.7979527,6.8601584,6.0402684,7.3913045,9.090909,,-.059506766,0,0
154,0,0,0,0,0,0,1.9478999,.66675186,1.5508987,-4.6761107,6.5811315,37,0,0,836.53662,115.53257,35.54002,1,1059,6.9650803,1.4816046,1.3350011,1.6094379,1.0986123,.73036987,1,1,1,0,0,0,0,0,0,0,0,15401.2294921875,-8.9599962,-10.62,-9.4420433,-8.95397,-8.6461573,-8.3961391,-7.9849858,59836,10.999363,4.0342822,.29918,-2.56387,-1.8405191,-3.8813596,-4.4933434,25.340128,0,0,0,0,0,0,0,3.3659205,2.4769635,1.4310589,0,0,0,0,0,3.1701107,1.4310589,7.5861402,0,10.810811,.95463979,0,2.8414631,4.280057,,13.974778,13.402061,10,15.789473,19.23077,,-1.438594,0,0
156,5,1.7917595,1,-.88137358,.01419413,.89556772,7.1836276,1.9718045,1.0520763,-4.612298,5.9652514,42,1,0,824.72235,112.49783,30.285002,1,26501,10.184937,1.5391335,1.5292423,1.5384772,1.2364666,.7385596,0,1,0,0,1,3,-.14814815,0,0,-.14814815,-.14814815,39293.33129882813,-10.171362,-10.909807,-10.050827,-9.6294851,-9.3511629,-9.117321,-8.7481003,189922,12.154368,1.969431,.94960999,-1.6272626,-.84628671,.057303917,-1.1458912,5.7349191,.98651612,86.707397,65.587013,55.659821,39.530975,15.816035,9.2694473,1.9288952,5.2365274,4.1085329,1,1,1,1,1.3862944,2.0631142,2.0234253,15.897652,13.148149,15.749526,.96871555,.20778504,5.2952256,4.237009,,6.1385241,6.2772923,7.2049694,5.5501461,5.9523811,.20639637,1.0582168,.87449354,3.0944417
157,8,2.1972246,1,1.4436356,1.3865703,-.057065196,10.59885,2.3607457,1.7628095,-4.4829984,6.5439734,42,1,0,719.18726,114.12273,30.059515,1,15467,9.6464643,1.4891115,1.5556084,1.5735059,1.3012257,.58367729,0,1,0,1,0,2,1,1,0,1,0,16965.29150390625,-10.09652,-10.529282,-9.6887627,-9.2721395,-8.9960117,-8.7642365,-8.7004251,125257,11.738123,2.0916588,.62628502,-2.4671478,-.69545984,-.43759063,-1.2873632,8.7660513,36.073215,89.455002,79.283623,56.395782,60.529957,31.453367,44.651737,2.3532081,5.3204131,4.8478723,1,1,1,1,1.9459101,2.7503486,1.8903614,30.10807,28.490992,33.766235,.96935016,.50040954,4.9147425,4.0412264,,4.3790259,3.7663753,3.504673,3.9959018,6.1518326,.37659714,.87351596,1.0432056,15.312823
158,4,1.6094379,1,1.8184464,2.0939763,.27552986,4.904386,1.59013,.97513002,-5.0287242,6.3125439,42,1,0,773.75378,113.6211,31.127584,1,10516,9.2606535,1.6346805,1.4744016,1.6763233,1.3460205,.63536566,0,1,0,1,2,0,.7037037,1,0,.7037037,-.2962963,24254.46765136719,-10.947908,-11.201924,-10.096864,-9.6218672,-9.3196125,-9.0717707,-8.78578,60744,11.014423,1.7537704,.30372,-2.1097164,-1.2176323,-2.2919133,-2.6545222,63.183781,32.427753,69.676018,103.84222,86.10421,101.8303,56.296101,39.183712,4.2001147,5.5898004,5.2404633,1,0,1,1,0,2.6279697,2.1137025,11.944486,9.4555874,15,.96849316,0,4.3450456,4.1648574,,2.8473942,3.3564813,3.9325845,2.9527559,3.1662271,.0048612352,.18018809,0,4.1394191
159,8,2.1972246,1,0,0,0,6.8094354,1.9183092,.36503977,-5.1598964,5.8115163,43,1,0,694.89838,111.57484,28.931343,1,9305,9.1383076,1.3717259,1.5013187,1.6242043,1.300034,.84575444,0,1,0,1,0,0,1,0,1,0,1,9307.77734375,-9.6868525,-10.393106,-9.9738483,-9.7028055,-9.5026531,-9.3218193,-8.8072901,41160,10.625222,1.486915,.2058,-3.067467,-1.2327667,-.17327742,-1.395813,132.02568,34.614674,21.042793,43.815178,31.654169,23.033152,13.215721,13.645671,4.9222174,4.6197309,4.0336595,1,0,1,1,1.3862944,2.6273007,2.3807364,15.302223,18.791946,13.761468,.97479397,.032458164,4.1266618,4.3188438,,4.9178619,4.1501975,2.2556391,6.25,3.4246576,.14529355,-.19218211,4.612124,0
160,0,0,0,0,0,0,4.3177838,1.4627423,.13627951,-5.0602069,5.4902158,43,1,0,774.94995,110.98243,29.524399,0,18218,9.8101654,1.3728297,1.4606228,1.506361,1.2947835,.89114136,0,0,0,0,0,0,0,0,0,0,0,19621.20703125,-10.622862,-11.46314,-10.709782,-10.316992,-10.05219,-9.8224087,-9.0390549,58679,10.979837,1.1696718,.29339501,-2.3217063,-.89559388,-.59793699,-1.9868666,21.959326,4.5079565,391.6868,260.61789,69.720642,34.393272,12.147823,11.099975,3.2433426,6.3112621,4.1711264,1,1,0,1,1.6094379,2.9790578,2.9566824,12.591477,13.333333,15.094339,.97063047,.0031315528,4.4368792,4.4630251,,12.865105,12.790698,12.951808,12.64045,13.551402,.44019055,-.026145909,4.9173188,4.0492744
161,1,.69314718,1,.88137364,-.93707287,-1.8184465,9.923358,2.2948914,.75742441,-4.3412156,5.4034896,42,1,0,897.87653,111.18584,30.7374,1,10583,9.267004,1.6008908,1.2436026,1.7295823,1.5048652,.86408734,0,0,0,0,0,0,0,0,0,0,0,8083.79736328125,-10.859334,-11.177986,-10.735116,-10.45349,-10.247224,-10.060237,-9.4759817,45496,10.72538,1.4583755,.22747999,-3.2084556,-1.5852332,-1.6795654,-2.062619,0,4.9151869,20.279175,47.751316,22.928864,18.655298,4.4210615,1.2324169,1.5694151,4.559154,3.191128,0,1,1,0,0,2.8544056,2.179527,22.881605,18.947369,22.466961,.96878976,0,3.8926458,4.6963611,,13.097898,16.237112,17.021276,15.5,11.173184,.12747413,-.80371517,0,4.4210615
162,0,0,0,0,0,0,3.8198256,1.3402048,-.50628233,-5.100359,4.9012938,42,1,0,941.94281,110.55562,30.989294,1,8022,8.9899435,1.4816046,1.3424917,1.5784876,1.3791258,.92513984,0,0,0,0,0,0,0,0,0,0,0,4642.24267578125,-12.162287,-11.23525,-10.933661,-10.721224,-10.55687,-10.399922,-9.7431068,9638,9.1734686,.18352585,.048190001,-3.7631197,-2.2510369,-3.2844815,-2.3383989,21.924503,0,0,0,0,0,0,0,3.7807519,1.9437181,1.4099797,0,0,0,0,0,1.9437181,2.7962739,11.455932,15.789474,18.652849,.96096313,0,3.4346716,4.8557949,,18.091648,19.196428,21.73913,17.424242,11.458334,0,-1.4211231,6.9846721,4.0958724
163,0,0,0,0,0,0,3.8496192,1.3479743,-.646218,-5.5025668,5.1404428,43,1,0,719.59668,109.94846,28.564318,0,32600,10.392068,1.3353615,1.3305451,1.5010287,1.2514575,1.0094029,0,1,0,0,0,0,0,0,0,0,0,8184.360717773438,-11.082386,-11.377827,-10.696002,-10.324873,-10.070715,-9.8518734,-9.4307985,8913,9.0952663,-1.2968014,.044565,-3.1960924,-2.9252739,-.19291174,-1.2692361,565.75348,105.70062,10.719384,24.393234,10.285143,2.1755023,2.9131744,3.0592573,6.3773789,3.8302946,2.2930188,1,1,0,1,1.0986123,2.6065192,3.148685,12.53759,15.384615,11.18677,.96312284,.49967983,5.0892758,4.5589223,,22.102997,21.733822,21.408451,21.982759,19.310345,0,.53035355,5.4207187,8.156888
164,3,1.3862944,1,.88137358,1.4436355,.56226188,2.5666225,.94259089,-.65054703,-5.9108024,5.5335345,43,1,0,628.9942,109.63378,27.389143,0,7815,8.9638004,1.3106916,1.278774,1.5758711,1.245804,1.0762526,0,1,0,0,0,0,0,0,0,0,0,2424.835350036621,-10.739255,-11.327216,-10.666671,-10.302388,-10.051666,-9.8405905,-9.6473637,10565,9.2653017,.30150169,.052825,-4.4125538,-3.0304272,-1.3788562,-2.6330285,123.39877,41.320744,31.881563,21.95874,15.254615,0,14.419037,5.94277,4.9695721,4.1877775,3.1793749,1,0,1,1,.69314718,2.8014832,3.5158472,11.561169,11.111111,10.280374,.94091582,.49911836,3.8378742,4.718986,,15.626201,15.6,12.977099,18.487396,14.893617,.17439319,-.88111174,5.4896851,38.450764
165,2,1.0986123,1,-.88137352,-1.238765,-.35739145,6.3435044,1.8474313,.4627685,-5.1157246,5.8679109,43,1,0,692.20398,113.14072,29.131914,1,15111,9.6231785,1.4667741,1.5128769,1.6218604,1.3126234,.69223189,0,1,0,0,0,1,0,0,0,0,0,9737.361328125,-9.958684,-11.049727,-10.1678,-9.7407417,-9.4597797,-9.220787,-8.9652004,96684,11.479203,1.856025,.48342001,-3.0223472,-.71548486,-.12924266,-1.8688803,57.007854,27.972939,70.793198,65.510307,17.996042,9.3417797,11.368227,12.947434,4.0824099,4.8212876,3.5865932,1,0,1,1,1.6094379,2.3363807,1.7948335,14.91841,15.362319,18.471338,.96963537,.50821954,4.6562185,4.2667284,,4.2401047,2.8000002,2.5062656,3.133903,4.5893722,.56122386,.38949025,5.1718664,6.6871924
166,20,3.0445225,1,2.4521041,2.7335072,.28140309,7.4526415,2.0085685,.86733431,-5.0338311,6.1790562,43,1,0,569.44342,112.67554,27.98303,1,43004,10.669048,1.3658037,1.4407792,1.6213595,1.3150314,.77240419,0,0,0,2,0,3,2,1,1,1,1,42198.20910644531,-9.7493229,-10.930306,-10.238661,-9.8644371,-9.608737,-9.385375,-8.6408615,357824,12.787797,2.1187482,1.78912,-1.5559396,.78843009,1.1044303,-.55129969,28.287043,39.065575,36.35976,21.458481,17.443207,14.200267,36.843369,33.419769,3.36391,4.1847329,4.7777834,1,1,1,1,3.1780539,2.7051067,2.6481521,18.806704,23.133236,25.665102,.96827906,.359236,5.4389439,4.1686277,,4.266222,4.6228709,4.648241,4.5914397,4.8955612,.44089425,1.270316,7.8030839,7.2024632
167,10,2.3978953,1,.50656259,.19315916,-.31340343,4.9693766,1.6032944,.044440776,-5.6564097,5.9669161,43,1,0,422.30795,112.87378,26.66704,1,18214,9.8099461,1.4363048,1.3873621,1.652923,1.344849,.81892407,0,1,0,1,0,1,1,0,1,0,1,25776.65234375,-9.8714046,-10.843515,-10.08835,-9.6950397,-9.429985,-9.2026577,-8.7625618,180050,12.10099,2.291044,.90025002,-2.0488482,-.17378804,-.031712521,-1.3688169,23.153496,25.521273,33.732983,38.309601,8.9144983,9.5744343,11.986181,8.4205046,3.193439,4.2296486,3.5035858,1,1,1,0,2.5649493,2.9174621,3.2639129,13.43511,12.307693,9.4339619,.96159601,.48588231,4.8272023,4.2312016,,1.1552744,1.1389521,.867679,1.438849,.58823532,.34438053,.59600049,3.963062,4.9034376
168,0,0,0,0,.7496345,.7496345,3.5411105,1.2644404,-1.1153173,-6.2482452,5.3869505,43,1,0,324.54135,111.73275,25.365606,0,10816,9.2887821,1.3649412,1.4851195,1.5348965,1.3151615,.99346656,0,0,0,0,0,0,0,0,0,0,0,22551.25,-10.478,-10.777835,-10.333382,-10.05106,-9.8443947,-9.6577873,-9.0766888,36679,10.509959,1.2211778,.183395,-2.1825268,-1.5717809,-.94137782,-1.6414146,335.03329,246.33841,31.03026,51.160675,6.4294591,0,7.2314777,3.2355564,5.831037,4.4118953,2.6715906,0,1,1,0,1.6094379,2.836359,3.9243536,9.770587,3.8461537,4.848485,.96241921,.0076599116,4.2826748,4.6615014,,9.472805,4.7337279,5.6179776,3.7500002,4.3956046,.39797914,-.37882659,14.211299,8.6777735
169,5,1.7917595,1,0,.09995807,.09995807,3.8277643,1.3422809,-.42334098,-6.1395736,5.9796124,43,1,0,419.72867,111.64477,26.305075,1,9694,9.1792622,1.3401645,1.3985145,1.5185442,1.2597641,.94485128,0,0,0,0,0,1,0,0,0,0,0,15205.650390625,-10.247387,-10.77692,-10.334263,-10.052732,-9.8465195,-9.6600695,-9.0703592,87201,11.375971,2.1967087,.436005,-2.5766504,-.80534214,-1.2789478,-1.7491969,90.261925,151.31566,24.707222,47.610382,23.952072,5.8466549,6.4695153,7.1745396,4.5301147,4.5889878,3.2533956,1,0,0,0,.69314718,2.7644386,3.3140202,14.431248,13.138686,17.073172,.94920301,.40301195,4.1676574,4.6584482,,2.5312295,2.7522936,1.8404908,3.6585364,2.6548672,.77434474,-.49079061,9.5220766,17.791166
170,0,0,0,1.8184464,.30341533,-1.5150311,6.174427,1.8204161,.29497457,-4.7893858,5.3434567,43,1,0,318.54791,113.3407,25.764307,0,12943,9.4683104,1.4528892,1.408501,1.6354442,1.292181,.83752674,0,0,0,0,0,1,0,0,0,0,0,21690.76171875,-10.830812,-11.297165,-10.563991,-10.17711,-9.9151764,-9.6917334,-9.4528189,36988,10.518349,1.0500385,.18494,-2.221431,-1.6247545,-1.1832066,-2.1478918,0,66.40123,136.98853,80.762817,6.0946512,3.126811,7.5020947,9.8462811,1.7313616,5.0659719,3.1678617,0,0,1,0,2.1972246,3.3982649,3.5192597,16.988638,12.871287,37.5,.95345813,.66942471,4.5450053,4.7778358,,1.3050008,1.6172506,2.1505377,1.0810812,.53763443,.52264637,-.23283052,0,10.002793
171,0,0,0,0,1.0481443,1.0481443,3.7183857,1.3132896,-.16319568,-5.9176426,6.0250578,43,1,0,534.1864,111.0518,27.193602,0,19304,9.8680677,1.3971479,1.458984,1.577177,1.3132542,.95367533,0,1,0,0,0,0,0,0,0,0,0,14991.7744140625,-10.497952,-11.399614,-10.58794,-10.178914,-9.906353,-9.6720858,-8.9303694,97234,11.484876,1.6168081,.48616999,-2.5908155,-.70460254,-.56998909,-1.9114608,13.522206,37.547882,27.751957,4.1083417,15.01037,7.2731948,9.0422974,8.222086,2.7584839,3.7156045,3.4928975,1,0,1,0,.69314718,3.2047789,2.6943898,13.58442,23.529411,16.528925,.96548325,.20129558,4.5479345,4.3654046,,4.2720699,2.7027028,2.8169014,2.5806451,4.387991,.3084206,.18252984,6.1625123,9.8643236
172,1,.69314718,1,0,-2.0947125,-2.0947125,4.5414667,1.5132501,-1.5357023,-6.2818851,5.0085173,45,1,0,415.60272,110.91631,25.845158,1,7821,8.9645681,1.3492074,1.3814282,1.4921402,1.2430068,1.0334433,0,0,0,0,0,0,0,0,0,0,0,12283.869140625,-10.608667,-10.995088,-10.711137,-10.508421,-10.350344,-10.199341,-9.6433525,34385,10.445375,1.480808,.17192499,-2.7900305,-1.7526445,-1.569136,-2.1170824,56.069225,113.87964,15.236098,103.22806,65.556374,59.96888,48.1264,41.401104,4.1319475,5.3019171,5.1665993,1,1,1,1,1.6094379,3.1328633,3.3142152,12.226032,18.75,16.129032,.92267489,.10476606,3.9145572,5.1593208,0,4.886519,7.8431377,11.320755,4.0816326,2.2727273,.70502156,-1.2447635,0,17.188
173,2,1.0986123,1,0,0,0,4.5037665,1.504914,.044559356,-5.2460885,5.5506635,43,1,0,315.72513,112.46265,25.595634,0,6853,8.8324413,1.3975939,1.4059856,1.6319107,1.2878543,.91900355,0,0,0,0,0,0,0,0,0,0,0,11482.1484375,-10.123302,-10.847589,-10.059618,-9.6570454,-9.3875465,-9.1640368,-9.1355028,40798,10.616388,1.7839465,.20399,-2.8575239,-1.5976082,-1.1230536,-2.3757734,0,0,30.007332,6.8231635,4.561954,0,1.3931881,2.7079947,1.6667681,3.4244006,1.7178891,1,0,1,0,1.0986123,3.3066175,3.2760336,10.147437,0,0,.94125688,.034215216,3.9687028,4.3049331,,2.0947373,2.6936026,3.0075188,2.4390242,.63694268,-.0026870319,-.33623031,10.234745,6.9659405
174,0,0,0,0,0,0,7.4472857,2.0078497,1.818974,-4.444716,6.6114583,41,0,0,854.0542,114.38966,34.688847,1,23390,10.060064,1.7289395,1.2922218,1.7629693,1.3322271,.73361045,0,1,1,0,0,0,0,0,0,0,0,346025.7509765625,-10.602523,-10.133912,-9.4420309,-9.0677338,-8.8119974,-8.5934811,-8.4328232,235599,12.369886,2.3098226,1.177995,.54819584,.26665124,-1.8371137,-.36404771,59.109318,0,106.58766,112.1128,73.771675,70.329529,25.147675,30.060059,4.0929942,5.6104784,4.7638988,1,1,1,1,.69314718,2.0900176,2.5938606,16.47677,33.684212,19.802956,.95096004,.085252702,5.9181919,4.4600973,,10.844042,11.407492,11.098398,11.711712,8.3499002,,1.4580948,2.6950192,1.8457009
175,29,3.4011974,1,2.4917798,-.19780581,-2.6895857,15.786724,2.7591693,2.3820269,-4.3490262,7.047051,32,1,0,309.00818,119.05116,31.721386,0,7338,8.9008217,1.517134,1.5632252,1.5076553,1.388979,.19542019,0,0,0,1,0,2,1,0,1,0,1,72872.5546875,-8.9238377,-8.3450823,-8.1185732,-7.9494534,-7.8138571,-7.6761994,-8.2529812,168462,12.034466,3.1336439,.84231001,-1.0096053,-.50490159,.070169523,.48939097,35.310539,90.048897,40.155346,48.939266,27.807274,43.166538,25.566578,43.946636,3.5992727,4.739212,4.4791603,1,1,1,1,1.7917595,1.7827005,1.4144351,33.074566,41.09589,38.225258,.97153336,.43508956,5.0906568,3.8802953,,7.2332816,8.5510683,8.3116884,8.7527351,6.3043475,.3702499,1.2103617,.9147526,6.7589803
176,2,1.0986123,1,-1.5150311,-.39299592,1.1220351,11.080892,2.4052222,.31105793,-4.8794074,5.4927688,34,1,0,299.29129,118.54496,30.581923,0,11508,9.3507977,1.3364129,1.3727806,1.3364129,1.2726972,.16174626,0,0,0,1,0,0,1,0,1,0,1,61430.34375,-9.3742409,-9.7698431,-9.1586342,-8.8109865,-8.5687656,-8.3547745,-9.2946072,142812,11.869285,2.5184867,.71406001,-1.1804135,-.30761272,.15073632,-.65830916,133.91884,158.6767,10.643567,45.384434,41.965797,22.873779,16.251192,57.666897,4.9082837,4.7131109,4.0538325,1,1,1,1,1.0986123,2.5158863,1.568926,11.041955,9.7959185,10.344828,.9712401,.58614004,5.0578995,4.0747247,,3.6136086,2.6809652,2.8571429,2.5252526,3.3898306,.5869202,.9831748,0,3.3241074
177,17,2.8903718,1,1.9877212,2.4774897,.48976853,4.8452978,1.5780088,-.66342014,-5.1933894,4.8242702,34,1,0,343.49548,118.03616,29.728727,0,11482,9.3485355,1.3248416,1.3679146,1.4220705,1.2816695,.21566606,0,0,0,1,0,1,1,0,1,0,1,38348.1875,-9.7313404,-9.6940737,-9.2557163,-8.9760857,-8.7709646,-8.5885239,-9.5561476,106584,11.576689,2.2281528,.53292,-1.6516101,-.61326444,-.23907605,-.49511632,311.4357,407.65677,72.050232,156.75356,81.307205,29.746761,51.442696,102.15102,5.7476239,5.7390628,4.753417,1,0,1,1,2.3978953,3.757328,2.0125768,9.6127253,9.6551723,2.6315789,.96003461,.014043557,4.8990293,4.145762,,3.7928894,6.25,2.8301888,9.3220339,2.5,.74231213,.75326717,0,1.8706435
178,17,2.8903718,1,.63500482,1.6001445,.96513969,7.4087033,2.0026555,.64868444,-4.8912706,5.8335338,36,1,0,543.14594,115.97305,29.646122,1,6172,8.7277784,1.3959875,1.5478388,1.5884397,1.250906,.41194227,0,0,0,0,0,1,0,0,0,0,0,13303.474609375,-9.5408049,-10.67917,-9.7281532,-9.2848368,-8.9964876,-8.7522917,-9.2523851,95384,11.465666,2.7378879,.47692001,-2.7102921,-.8607496,-.86777437,-2.4640458,124.26704,85.679413,112.61563,57.105331,41.892731,19.624123,45.091911,113.21626,4.8407822,5.1275096,4.8687005,1,1,1,1,2.0794415,3.0798166,2.5094199,19.242126,26.946108,26.086956,.97369611,.49810153,4.4206591,4.4586959,,3.0700142,3.5940804,3.5175879,3.6496348,2.8169014,.3833141,-.038037032,2.7193015,8.1985292
179,8,2.1972246,1,-.88137358,-.91052681,-.029153205,7.9076257,2.0678277,.45187774,-4.7121401,5.4638467,34,1,0,402.74063,117.41904,30.353054,1,9410,9.1495285,1.3487116,1.404569,1.3444473,1.2338499,.26620311,0,0,0,1,0,0,1,0,1,0,1,30755.74365234375,-9.929945,-10.244695,-9.3663349,-8.9401541,-8.6595964,-8.4209175,-9.4979639,131365,11.785735,2.6362069,.65682501,-1.8722407,-.39260566,-1.1465377,-1.5341218,28.104372,109.11905,38.865849,29.810482,19.466204,4.9013462,6.2735286,14.168494,3.3930836,4.3439407,2.7371254,1,0,1,0,1.0986123,2.5193913,1.2172997,14.519155,13.545816,13.043478,.97041112,.66210991,4.84231,4.1265388,,3.4266775,2.366864,2.0979021,2.5641026,8.8888893,.10524687,.71577138,0,2.8954747
180,29,3.4011974,1,2.0535107,1.960815,-.09269578,3.6178737,1.2858865,-.022372521,-5.4102902,5.6772628,36,1,0,449.35388,117.06925,29.048582,1,15771,9.6659279,1.38248,1.5335321,1.6472911,1.3274924,.3302615,0,0,0,1,0,0,1,0,1,0,1,24005.4296875,-8.7980089,-9.7114267,-9.5770588,-9.4688311,-9.3774023,-9.2782297,-9.2405195,188195,12.145234,2.4793057,.94097501,-2.1200373,-.098164268,1.224121,-.082490705,384.24866,260.71085,95.235977,110.71075,29.559984,14.237983,32.573605,24.179602,5.9543247,5.4285831,4.2662616,1,1,1,0,3.7841897,3.2069671,2.8311772,11.130417,10.594316,11.428572,.96706462,.41533679,4.7629619,4.3878055,,2.2977853,2.0408163,1.858736,2.2222223,3.3088236,.46341917,.37515646,2.7448945,8.1434011
181,38,3.6635616,1,3.2372198,2.2269559,-1.010264,3.611469,1.2841146,.20786428,-5.2433071,5.7326384,36,1,0,391.50568,117.72129,28.362904,0,12791,9.4564972,1.3159778,1.4374334,1.463484,1.2874285,.31903192,0,0,0,1,0,0,1,0,1,0,1,27998.9697265625,-9.7598038,-10.087974,-9.8309631,-9.6436234,-9.4956789,-9.3490458,-9.1587677,132617,11.79522,2.3387234,.66308498,-1.9661497,-.25900391,-.23366745,-.70836234,197.01889,293.8895,94.019218,145.42143,26.527157,6.2397594,28.739859,34.897602,5.2915983,5.5277572,4.3468962,1,1,1,0,3.2580965,3.4189882,2.1951342,11.566348,14.726841,33.333332,.96924073,.50617838,4.670691,4.5767136,,1.3688363,1.9569471,.78125,3.1372552,1.6666667,.37536344,.093977466,2.9084284,5.3887234
182,7,2.0794415,1,-.88137358,-.11757861,.76379496,13.593699,2.6096065,2.0460391,-4.2535577,6.6107426,34,1,0,332.66528,118.47791,31.33383,1,3833,8.2514029,1.3810724,1.513294,1.3862944,1.191394,.20247878,0,0,0,1,0,0,1,1,0,1,0,21407.11474609375,-9.3637094,-9.2928905,-8.759696,-8.440731,-8.2136822,-8.0111704,-8.3826723,50997,10.839522,2.588119,.254985,-2.2345941,-1.323113,-.96492964,-1.2373455,154.35318,161.1924,107.6703,51.535965,36.253128,27.92646,15.728897,30.787405,5.0659118,5.1134629,4.1035728,1,0,1,0,1.0986123,2.9931993,1.9569919,19.043882,30.344828,17.431192,.97449297,.40499324,4.4403839,4.2117343,,5.20784,6.666667,6.1728396,6.9958849,5.734767,.44414011,.22864971,0,6.2915592
183,5,1.7917595,1,4.9028425,2.429013,-2.4738297,2.3672807,.8617419,-.43482497,-5.7865748,5.6404991,36,1,0,542.20697,115.96643,29.203112,1,5386,8.5915585,1.3739231,1.6094379,1.5274808,1.2736212,.42437825,0,0,0,0,0,0,0,0,0,0,0,10366.56494140625,-9.4443407,-10.050323,-9.5688438,-9.2706738,-9.055048,-8.8580666,-9.1777124,70496,11.163311,2.571753,.35247999,-2.9597316,-1.0410748,-.73732895,-1.6285784,186.6602,546.65668,43.006424,29.229576,19.721319,6.358449,27.413357,44.926582,5.2458191,4.4430218,4.1983337,1,1,1,0,2.7080503,2.7690454,2.4637325,10.390561,21.428572,16.666666,.97126621,.0069323196,4.3106904,4.5911179,,2.6577454,3.0418251,3.125,2.9629629,2.7972028,.31811756,-.28042749,0,2.610796
184,0,0,0,.93707287,.8200568,-.11701606,4.5374928,1.5123745,.56613302,-4.6981463,5.5685883,34,1,0,245.1286,119.29018,30.964911,0,3191,8.0680895,1.423632,1.423632,1.574036,1.3587445,.11644197,0,0,0,0,0,0,0,0,0,0,0,17105.8671875,-9.4576454,-9.3199768,-9.1912785,-9.0871153,-8.9988041,-8.9023638,-9.3524561,40399,10.606561,2.5384707,.201995,-2.4588959,-1.572624,-1.2638466,-1.2871863,115.80744,212.69254,24.478552,46.119667,24.934443,20.290573,4.6062846,14.449516,4.7963805,4.5889254,3.5423245,1,0,0,1,0,2.2218015,2.9137158,7.8620396,18.60465,5.8823528,.96957886,.04563465,3.7909954,4.6377897,,6.3482952,10.144927,9.2307692,10.958904,2.8571429,.26820654,-.84679449,0,6.9094272
185,19,2.9957323,1,2.9693632,1.3850447,-1.5843184,7.4778953,2.0119514,.29876089,-5.1602917,5.7445173,36,1,0,538.10028,115.30174,28.763859,1,22350,10.014582,1.3584274,1.4929838,1.6200199,1.2836882,.50137055,0,0,0,0,0,0,0,0,0,0,0,38156.4921875,-9.5330524,-9.7799625,-9.4319525,-9.1951523,-9.0155048,-8.8493776,-9.2233362,256234,12.453846,2.4392648,1.28117,-1.6566215,.26660523,.61905921,.12356186,148.89699,231.68924,137.61172,134.02284,98.712975,33.50795,57.693897,82.04364,5.0089855,5.8772759,4.9616647,1,1,1,1,3.6888795,3.0549574,3.068902,19.124353,17.311609,18.085106,.97430044,.12982689,4.9910555,3.834712,,1.836856,2.2727273,2.2779043,2.2675738,1.8404908,.59307152,1.1563433,.55842853,2.4948714
